link;name;location;company;vacancy_date;date_of_download;description
https://team.vk.company/vacancy/32854/;SRE/Site Reliability Engineer (R&D);Москва, комбинированный;VK;1970-01-01;2023-10-15;"SRE/Site Reliability Engineer (R&D), Москва
Откликнуться
Наша команда - специалисты высокого класса в области R&D.
Мы обеспечиваем внутренние заказы ИТ оборудования всей группы компании VK. Проводим research рынка, консультации, валидации, занимаемся обслуживанием и решением проблем.
Наша миссия - поиск оптимальных решений для групп компаний, их дальнейшее тестирование и сопровождение, а также разработка прикладного ПО.
Задачи
прямое взаимодействие с серверным оборудованием;
тестирование оборудования с целью дальнейшей эксплуатации в проектах компании;
разработка прикладного программного обеспечения;
администрирование программных сервисов отдела;
2-я линия технической поддержки Production по вопросам функционирования оборудования;
исследование рынка доступного оборудования.
Требования
знание Linux. Опыт работы с RHEL-подобными дистрибутивами — будет плюсом;
опыт разработки скриптов на Python;
понимание работы серверных платформ и комплектующих;
опыт тестирования платформ и комплектующих (сетевые карты, видеокарты, сетевые модули, процессоры);
опыт работы с бенчмарками (iperf, fio, stress-ng, openssl, sysbench, stream, HPL);
опыт траблшутинга (решения массовых инцидентов в Production, связанных с работой серверов и комплектующих.
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"
https://team.vk.company/vacancy/32492/;Golang-разработчик в команду Data Masters;Москва, гибкий;VK Cloud;1970-01-01;2023-10-15;"Golang-разработчик в команду Data Masters, Москва
Откликнуться
VK Cloud - это платформа облачных сервисов для бизнеса и разработчиков. Из стартапа внутри компании за 2 года мы выросли в лучшее бизнес-облако России. Перед нами стоит амбициозная цель — построить самую масштабную и надежную российскую облачную платформу, которая встала бы в один ряд с такими гигантами, как AWS и GCP.
Мы используем передовые практики разработки, devops и управления, современный стек технологий. Нас немного, поэтому мы гибкие и быстро принимаем решения. Мы открыты для изменений и смелых идей — каждый сотрудник может влиять на содержание продуктов, а результаты своего труда ты будешь видеть сразу.
Мы выступаем за open source, и наше облако на OpenStack. Развиваем Kubernetes-сообщество и организуем мероприятия, чтобы разработчики могли делиться опытом.
Задачи
 - Создание облачной платформы по автоматизированному управлению полным жизненным циклом таких продуктов, как: airflow, flink и пр., работающих поверх Kubernetes;
- Создание, развитие и поддержка облачных сервисов Data Capture & Processing.
Требования
- Опыт разработки на Go — от 3 лет;
- Опыт работы с реляционными СУБД;
- Хорошее знание linux.
Будет плюсом
- Разбираешься в облачной инфраструктуре, мониторинге;
- Работал с публичными облаками (AWS, Azure, Google Cloud).
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK Cloud
VK Cloud — это платформа облачных сервисов для бизнеса и разработчиков. С 2018 года мы развиваем облачные сервисы по модели as-a-service. Клиенты пользуются сервисами в публичном облаке или заказывают частные инсталляции.
Подробнее о проекте"
https://team.vk.company/vacancy/32590/;TeamLead команды Data Masters;Москва, гибкий;VK Cloud;1970-01-01;2023-10-15;"TeamLead команды Data Masters, Москва
Откликнуться
VK CS- это платформа облачных сервисов для бизнеса и разработчиков. Из стартапа внутри компании за 2 года мы выросли в лучшее бизнес-облако России. Перед нами стоит амбициозная цель — построить самую масштабную и надежную российскую облачную платформу, которая встала бы в один ряд с такими гигантами, как AWS и GCP.
Мы используем передовые практики разработки, devops и управления, современный стек технологий. Нас немного, поэтому мы гибкие и быстро принимаем решения. Мы открыты для изменений и смелых идей — каждый сотрудник может влиять на содержание продуктов, а результаты своего труда ты будешь видеть сразу.
Мы выступаем за open source, и наше облако на OpenStack. Развиваем Kubernetes-сообщество и организуем мероприятия, чтобы разработчики могли делиться опытом.
Задачи
- Найм с нуля, построение процессов в команде, управление командой
- Проектирование и разработка новых продуктов в рамках направления DataPlatform: ETL, Data Transfer, etc.
Требования
- Опыт промышленной разработки от 5 лет
- Опыт промышленной разработки на Go/Python от 2 лет
- Опыт управления командами от 3 лет
- Умение выстраивать Software и Solution архитектуру
- Глубокое понимание DevOps практик и опыт их применения
- Опыт построения и эксплуатации решений BigData, DataOps, MLOps будет плюсом
- Знание современных технологий cloud-native вычислений (K8s, service meshes, vaults, monitoring, tracing,.. ) будет плюсом

Будет плюсом
Знание гибких методологий управления проектами будет плюсом
Формат работы
офисный комбинированный дистанционный
Уровень
lead head
График работы
полный
VK Cloud
VK Cloud — это платформа облачных сервисов для бизнеса и разработчиков. С 2018 года мы развиваем облачные сервисы по модели as-a-service. Клиенты пользуются сервисами в публичном облаке или заказывают частные инсталляции.
Подробнее о проекте"
https://team.vk.company/vacancy/27233/;Старший Python разработчик в команду BigData;Москва, гибкий;VK Cloud;1970-01-01;2023-10-15;"Старший Python разработчик в команду BigData, Москва
Откликнуться
Команда BigData создаёт облачную экосистему, внутри которой полностью автоматизированы развертывание решение для анализа, обработки и хранения больших данных для комфортной работы Data инженеров.
Наша команда работает в междисциплинарном формате, имея большое количество горизонтальных связей с коллегами из других групп разработки. Это означает нестандартные задачи, развивающие мышление - наша система должна работать стабильно, будучи интегрированной с другими сервисами.
Стек: python 3.7-3.9, asyncio, fastapi, alembic, SQLAlchemy, MariaDb, Centos 7.9, gitlab, gitlab CI\CD, Docker
Задачи
Интеграционные задачи по созданию, развитию и поддержке кластеров с Big Data решениями

Требования
Опыт разработки на Python от 3-х лет;
Глубокое понимаете устройство баз данных;
Понимание принципов построения распределенных систем.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK Cloud
VK Cloud — это платформа облачных сервисов для бизнеса и разработчиков. С 2018 года мы развиваем облачные сервисы по модели as-a-service. Клиенты пользуются сервисами в публичном облаке или заказывают частные инсталляции.
Подробнее о проекте"
https://team.vk.company/vacancy/27627/;Python разработчик в команду BigData;Москва, гибкий;VK Cloud;1970-01-01;2023-10-15;"Python разработчик в команду BigData, Москва
Откликнуться
Команда BigData отвечает за платформенный сервис 
оркестрациии и управлении облачными ресурсами.

Задачи
Перед нами стоит амбициозная цель построить сервис для удобного, надежного и безопасного управления инфраструктурой для всего PaaS. Именно поэтому мы ищем опытного коллегу с опытом разработки на языке Python и желанием решать нетривиальные задачи по стабильной оркестрации IaaS сущностей, увеличению отказоустойчивости и межрегиональному масштабированию сервиса.
Стек технологий: Python, OpenStack, MySQL, GitlabCI, RabbitMQ, Kubernetes.
Требования
Опыт разработки на Python от 3-х лет;
Глубокое понимаете устройство баз данных;
Понимание принципов построения распределенных систем;
Умение исследовать нетривиальные проблемы и работать в команде.
Будет плюсом
Разбираетесь в облачной инфраструктуре, мониторинге, системах управления конфигурациями;
Работали с публичными облаками (AWS, Azure, Google Cloud).
Формат работы
офисный комбинированный дистанционный
Уровень
senior
График работы
полный
VK Cloud
VK Cloud — это платформа облачных сервисов для бизнеса и разработчиков. С 2018 года мы развиваем облачные сервисы по модели as-a-service. Клиенты пользуются сервисами в публичном облаке или заказывают частные инсталляции.
Подробнее о проекте"
https://team.vk.company/vacancy/31110/;Data Engineer (группа нейронных сетей);Москва, гибкий;Голосовые технологии (Маруся);1970-01-01;2023-10-15;"Data Engineer (группа нейронных сетей), Москва
Откликнуться
Мы строим системы машинного обучения, и наши задачи включают не только обработку речи, но и смежные области. В том числе и благодаря этому Вконтакте стала первой в мире социальной сетью с голосовым помощником.
Маруся объединила специалистов, которые работали в Поиске, рекомендательных сервисах — такой обширный опыт помогает находить и реализовывать решения, которые не всегда лежат на поверхности.
Хоть Маруся и относительно молодой проект, в команде четко налажены процессы и распределены зоны ответственности, где каждый сотрудник отвечает за свой фронт работы.
Задачи
разработка и развитие системы автоматизации жизненного цикла ML-моделей и системы обработки больших данных;
проектирование, разработка и поддержка инструментов для создания надежных пайплайнов для обработки и разметки данных;
взаимодействие с командой Data Science и совместная реализация стабильного расчета нейросетевых моделей.
Требования
опыт работы от 2 лет;
знание классических алгоритмов и структур данных;
опыт работы с распределёнными системами обработки данных (Hadoop, Spark, Hive);
опыт работы с системами распределенного обучения ML моделей (Kubeflow).
Формат работы
комбинированный дистанционный
Уровень
middle senior
График работы
полный
Голосовые технологии (Маруся)
Голосовой помощник Маруся является важным и одним из самых динамично растущих направлений VK. Мы открываем двери в новое направление интерфейсов взаимодействия человека и компьютера. Мы разрабатываем девайсы, с которыми вы можете говорить, включать музыку, делать звонки, устанавливать будильник, управлять вашим списком покупок, а также управлять умным домом.
Подробнее о проекте
Техрадар"
https://team.vk.company/vacancy/33340/;Senior Data Scientist в команду контент-системы;Москва, гибкий;Дзен;1970-01-01;2023-10-15;"Senior Data Scientist в команду контент-системы, Москва
Откликнуться
О Дзене
Каждый день миллионы людей смотрят, читают и обсуждают контент в Дзене. Здесь можно все: снимать видео или короткие ролики, писать статьи или делиться фотографиями в постах.
О команде
Наша команда строит систему модерации в Дзене с помощью модераторов и классификаторов, чтобы отлавливать спам, хейтспич, откровенный и другой нежелательный контент. Сейчас мы в поиске опытного Data Scientist-a, который поможет нам повысить уровень управляемости контента.
Задачи
строить ML-архитектуру управления контентом в Дзене — без вердиктов твоих моделей не будет работать ни один сервис внутри Дзена;
обучать модели, разделяющие миллионы видео и статей по тематикам — именно твои модели будут отделять полезный и вредный контент; 
строить дашборды качества, скорости и точек роста системы модерации — того ML-каркаса, который ты вместе с командой будешь выстраивать; 
участвовать в создании и редактировании контентных политик Дзена.
С помощью таких инструментов, как:
Python — для написания сложных скриптов обработки данных, работы с API, аналитикой данных;  SQL — построения метрик и дашбордов; Datalens — для визуализации метрик на графиках;
Требования
высшее техническое или математическое образование; 
опыт в ML более 3-х лет, а реализованные тобой модели бинарной и многоклассовой классификации выводились в прод десятки раз; 
владение Python для анализа данных (pandas, numpy и catboost — твои верные друзья); 
понимание основы теорвера и матстата; 
системные подходы к задачам; 
желание расширить свою экспертизу до построения ML-сервисов e2e — от понимания требуемых данных до мониторинга своих обученных моделей в проде.
Будет плюсом
имеешь опыт работы с краудсорсинговыми платформами, например, с Толокой.
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"
https://team.vk.company/vacancy/30417/;Data scientist/Machine learning engineer в команду CoreML;Санкт-Петербург, гибкий;ВКонтакте;1970-01-01;2023-10-15;"Data scientist/Machine learning engineer в команду CoreML, Санкт-Петербург
Откликнуться
Ищем ML-разработчиков, которые помогут нам развивать умную ленту, ленту рекомендаций «Для Вас» и рекомендации друзей.

Мы готовы делиться знаниями, поэтому рассмотрим кандидатов, у которых пока нет навыков по некоторым пунктам, но они готовы расти.
Задачи
исследовать подходы и генерировать идеи;
писать код бэкенда — собирать данные, строить логику вокруг применения моделей;
учить модели в офлайне;
проводить A/B-тесты и заниматься аналитикой.
У нас интересно, потому что:
мы стараемся активно следовать трендам машинного обучения и вносить вклад в науку — участники нашей команды регулярно публикуют статьи, выступают с докладами на конференциях и делятся решениями сложных задач;
используем полный стек технологий: Big Data, ML, бэкенд, аналитику (KPHP, Python, Scala, Spark, PyTorch, ClickHouse и прочие), но предоставляем гибкость в выборе инструментов, главное — результат;
предлагаем интересные и сложные задачи на стыке разных областей знаний — вы сможете быстро прокачать свои навыки;
у нас минимум бюрократии, а скорость разработки — максимальная;
вы сможете работать с лучшими специалистами в своих направлениях — чемпионами мира по программированию и кандидатами технических наук :)
Требования
Мы ожидаем, что вы:
программируете на высоком уровне;
отлично знаете алгоритмы и структуры данных;
имеете сильную математическую базу;
умеете грамотно использовать алгоритмы машинного обучения;
работаете с фреймворками Big Data.
Формат работы
офисный комбинированный дистанционный
Уровень
junior middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"
https://team.vk.company/vacancy/31866/;Data engineer в команду поисковой базы;Москва, гибкий;Поиск;1970-01-01;2023-10-15;"Data engineer в команду поисковой базы, Москва
Откликнуться
Мы ищем инженера по обработке больших данных, готового взять на себя ответственность за решение разнообразных задач дата-инженерии. 
Вам предстоит с помощью Java, Python, Hadoop, Spark и прочих технологий обеспечивать эффективную обработку огромных объемов данных и разработку новых инновационных аналитических решений. 
Наша команда, используя алгоритмы искусственного интелекта, участвует в решениях самых разных продуктовых задач в разных уголках компании - от рекомендательных систем видео ВКонтакте до ранжирования поисковой выдачи в магазине приложений. Вы будете работать с профессионалами из различных команд компании, поэтому у вас будет уникальная возможность понимать, как работают разные проекты в экосистеме VK.
Задачи
Разработка систем анализа и ранжирования больших данных на основе результатов обкачки, логов и прочих фичей;
поддержка текущих подобных компонент.
Требования
Отличное знание Java Core (Java 8 SE);
Знание алгоритмов и структур данных;
Опыт работы с Python 3;
Умение работать в терминале, bash, git;
Азы теорвера (на уровне понимания формулы байеса);
Опыт работы с Hadoop, Spark, NoSQL-бд (HBase или Cassandra).
Будет плюсом
Знание Scala.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
Поиск
Поиск Mail.ru – это третья поисковая система на интернет-рынке России. Поиск понимает смысл поисковых запросов при помощи нейросетей, мы используем обширный граф знаний и компьютерное зрение, развиваем рекомендательную систему, детектируем спам и другой вредоносный контент.
Подробнее о проекте"
https://team.vk.company/vacancy/33620/;Data Scientist;Москва, гибкий;Рекламные технологии и развитие СМБ;1970-01-01;2023-10-15;"Data Scientist, Москва
Откликнуться
Наша команда ищет человека, который будет повышать эффективность рекламы, растить ключевые метрики и улучшать действующие модели предсказаний целевых событий. Все это в контексте по - настоящему больших данных, высоконагруженных и быстрорастущих сервисов и нескольких сотен различных инсточников данных для разного рода задач.
Задачи
Анализ данных для поиска точек роста ключевых метрик;
Проведение и статистическая оценка экспериментов;
Разработка и автоматизация отчетности для задач R&D;
Ad hoc аналитика;
Сбор и обработка больших данных.
Требования
Знание SQL на уровне написания сложных запросов;
Знания в области математической статистики, эконометрики, понимание основных алгоритмов ML;
Знание Python (аналитический и ML стек);
Опыт анализа данных;
Опыт работы с большими данными.
Формат работы
комбинированный дистанционный
Уровень
middle senior
График работы
полный
Рекламные технологии и развитие СМБ
Направление объединяет рекламные продукты и инструменты для бизнеса —  VK Реклама, ОРД, MyTracker, которые упрощают начало работы и ежедневное взаимодействие с рекламными кампаниями для любых категорий пользователей от начинающих предпринимателей до профессионалов маркетинга.
Подробнее о проекте"
https://team.vk.company/vacancy/32070/;Data Engineer VK Музыка;Москва, гибкий;ВКонтакте;1970-01-01;2023-10-15;"Data Engineer VK Музыка, Москва
Откликнуться
VK Музыка — крупнейший стриминговый сервис, который объединяет музыкальный раздел ВКонтакте и отдельное приложение VK Музыка.
Сервисом ежемесячно пользуются миллионы слушателей в России и СНГ. Библиотека VK Музыки постоянно обновляется и включает десятки миллионов треков, в том числе, эксклюзивные релизы, доступные только на витрине сервиса. Здесь можно послушать любую радиостанцию или переключиться на любимый подкаст – о психологии, бизнесе, культуре и, конечно, музыке.
Задачи
Поддерживать и развивать существующую модель данных:описывать новые события/таблицы, участвовать в проверке событий, проверять и улучшать качество данных;
Строить пайплайны в etl оркестрантах.
Требования
Опыт работы с распределенными системами построения потоков данных: Kafka, Airflow;
Владение языком программирования Python;
Уверенные знания SQL (Clickhouse на уровне умения хорошо оптимизировать запросы);
Желателен опыт сбора информации о действиях пользователей с UI (web, mobile app).
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"
https://team.vk.company/vacancy/33303/;Data Engineer;Москва, гибкий;Рекламные технологии и развитие СМБ;1970-01-01;2023-10-15;"Data Engineer, Москва
Откликнуться
Задачи
построение новых и оптимизация существующих ETL-процессов;
написание и оптимизация сложных SQL-запросов;
разработка отчетов и аналитических дашбордов;
Ad-hoc задачи по подготовке данных, их автоматизация;
участие в доработках платформы и фреймворков для расчетов;
анализ сырых данных.
Требования
уверенное владение SQL на уровне написания сложных запросов;
уверенное владение Python;
умение и желание разбираться в сложных процессах преобразования данных;
опыт работы с большими объемами данных;
опыт работы с аналитическими базами данных;
Будет плюсом
опыт работы с ClickHouse;
опыт работы с Airflow;
опыт работы с Apache Spark;
Формат работы
комбинированный дистанционный
Уровень
middle senior
График работы
полный
Рекламные технологии и развитие СМБ
Направление объединяет рекламные продукты и инструменты для бизнеса —  VK Реклама, ОРД, MyTracker, которые упрощают начало работы и ежедневное взаимодействие с рекламными кампаниями для любых категорий пользователей от начинающих предпринимателей до профессионалов маркетинга.
Подробнее о проекте"
https://team.vk.company/vacancy/25821/;Data scientist / Machine learning engineer (команда Рекомендаций и машинного обучения);дистанционный;ВКонтакте;1970-01-01;2023-10-15;"Data scientist / Machine learning engineer (команда Рекомендаций и машинного обучения)
Откликнуться
Мы применяем алгоритмы машинного обучения к рекомендациям контента. Мы не просто берем готовые решения, но и создаем собственные, пригодные к работе в условиях высоких нагрузок и больших данных. Помимо классического ML, мы используем deep learning и байесовские методы. Типичный пример нашего проекта — система, которая на ходу учится определять перспективность нового контента и аудиторию, среди которой он будет наиболее востребован.
Ищем специалиста, который будет вместе с нами разрабатывать рекомендательную систему, искать возможности для роста и формировать планы по развитию продукта.
У нас интересно, потому что вы сможете поработать с разнообразными state-of-the-art решениями в области рекомендательных систем, например:
• с продвинутыми методами матричной факторизации для извлечения информации из истории просмотров и поиска;
• построением текстовых эмбеддингов;
• методами reinforcement learning;
• SNA-техниками для анализа социального графа;
• разработками big data и аналитикой поверх стека Apache Spark;
• product science для инсайтов и генерирования продуктовых гипотез;
• анализом границ применимости моделей, техниками explanation для понимания работы моделей и их специфик.
Задачи
• математически формулировать бизнес-задачи;
• использовать огромное количество разных данных;
• создавать гипотезы по улучшению сервиса, внедрять их и проверять работоспособность в офлайне, а в случае удачи искать способы реализации;
• проводить A/B-тесты и анализировать результаты экспериментов.
Требования
• имеете отличную математическую и алгоритмическую подготовку;
• знаете методы машинного обучения и умеете грамотно их использовать;
• работали с рекомендательными системами или интересуетесь ими;
• уверенно владеете Python, Java или Scala, а также любым из диалектов SQL.
Будет плюсом
• умеете работать с фреймворками big data — Spark, Hadoop;
• знакомы с байесовскими методами машинного обучения.

Приглашаем кандидата, который сможет посещать офис в Санкт-Петербурге или работать в гибридном графике. Ждем ваших откликов. Удачи!
Формат работы
дистанционный
Уровень
junior middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"
https://team.vk.company/vacancy/33028/;ML Engineer / Data Scientist в команду автоматизации ML-процессов;Москва, гибкий;ВКонтакте;1970-01-01;2023-10-15;"ML Engineer / Data Scientist в команду автоматизации ML-процессов, Москва
Откликнуться
Мы разрабатываем и внедряем как специальные технические решения для автоматизации ML-процессов, так и модели и инструменты, которые позволяют делать ВКонтакте удобной и безопасной площадкой для всех. Мы стремимся, чтобы наши сервисы предвосхищали ожидания пользователей и непрерывно улучшали UX.
Ищем специалиста, который усилит нашу команду и поможет в реализации масштабных проектов.
Задачи
разрабатывать модели и пайплайны для детекции аномалий в поведении пользователей и в компонентах технической инфраструктуры;
улучшать перформанс существующих моделей и полностью контролировать их доработку;
внедрять передовые технологии в области автоматизации машинного обучения и искусственного интеллекта.
У нас интересно, потому что:
вас ждёт много задач из различных областей машинного обучения и анализа данных;
есть петабайты данных из доменов CV, NLP, Voice Technologies и поведенческой аналитики;
у вас будет свобода выбора технологий и путей реализации идей;
у нас быстрые циклы разработки, частые релизы и минимум бюрократии.
Требования
получили высшее техническое образование (с обязательным IT-профилем) или пока ещё учитесь на старших курсах;
разбираетесь в теории вероятностей, математической статистике, линейной алгебре, методах понижения размерности и поиске информации в разнородных данных;
работали с фреймворками и библиотеками — scikit-learn, Pandas/NumPy, XGBoost/CatBoost/LightGBM, TensorFlow/PyTorch;
понимаете принципы работы автоматизированных continuous training пайплайнов;
умеете настраивать окружения и работать с Docker, Jupyter Notebook.
Формат работы
офисный комбинированный дистанционный
Уровень
junior middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"
https://team.vk.company/vacancy/32773/;Разработчик-исследователь / Data Scientist в Data Office;Москва, гибкий;ВКонтакте;1970-01-01;2023-10-15;"Разработчик-исследователь / Data Scientist в Data Office, Москва
Откликнуться
Data Office — центральный хаб данных VK. Мы создаем дата-продукты, делаем единую точку входа для всей аналитики в VK и автоматизируем различные сценарии работы с данными.
Мы находимся в поиске самостоятельного специалиста по большим данным и машинному обучению, который будет помогать нам создавать новые дата-продукты и развивать существующие.
Задачи
исследовать данные, заниматься ad-hoc аналитикой, сегментацией/кластеризацией, антифродом и так далее;
разрабатывать и тестировать новые признаки;
строить и оптимизировать ML-модели;
создавать метрики оценки качества дата-продуктов;
разрабатывать продакшен-пайплайны для процессинга данных, в том числе с использованием ML.
У нас интересно, потому что:
мы анализируем данные, выдвигаем, разрабатываем и тестируем гипотезы по улучшению продуктовых метрик;
вы сможете узнать, как устроены все продукты VK, поработать с их данными и реализовать с нуля новые проекты.
Требования
обладаете хорошей математической подготовкой;
знаете классические алгоритмы и структуры данных;
уверенно владеете Python и SQL;
разбираетесь в алгоритмах и метриках ML, работали с ML-библиотеками;
знаете Luigi или Airflow;
работали с Hadoop (Spark, Hive, HDFS);
уверенно взаимодействуете с командной строкой в Linux.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"
https://team.vk.company/vacancy/32800/;Data Scientist (реклама и медиа);Москва, гибкий;VK Реклама;1970-01-01;2023-10-15;"Data Scientist (реклама и медиа), Москва
Откликнуться
VK — крупнейшая российская технологическая компания. Наши продукты и сервисы помогают миллионам людей решать повседневные задачи онлайн: ими пользуются больше 90% аудитории рунета. Проекты VK позволяют общаться, играть, осваивать новые профессии, слушать музыку, смотреть и снимать видео, продавать и находить товары и услуги, решать множество других задач. 
Задачи
Анализ данных для поиска точек роста ключевых метрик
Проведение и статистическая оценка экспериментов
Разработка и автоматизация отчетности для задач R&D
Ad hoc аналитика
Сбор и обработка больших данных
Требования
Знание SQL на уровне написания сложных запросов
Знания в области математической статистики, эконометрики
Понимание основных алгоритмов ML
Знание Python (аналитический и ML стек)
Опыт анализа данных от 2-х лет
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK Реклама
Наша команда занимается рекламной платформой VK реклама, объединяющей все крупнейшие в России и СНГ социальные сети и сервисы с общим охватом более 140 млн человек.
Подробнее о проекте"
https://team.vk.company/vacancy/31884/;High performance engineer (Группа нейронных сетей);Москва, гибкий;Голосовые технологии (Маруся);1970-01-01;2023-10-15;"High performance engineer (Группа нейронных сетей), Москва
Откликнуться
Мы строим системы машинного обучения, и наши задачи включают не только обработку речи, но и смежные области. В том числе и благодаря этому Вконтакте стала первой в мире социальной сетью с голосовым помощником.
Маруся объединила специалистов, которые работали в Поиске, рекомендательных сервисах — такой обширный опыт помогает находить и реализовывать решения, которые не всегда лежат на поверхности.
Хоть Маруся и относительно молодой проект, в команде четко налажены процессы и распределены зоны ответственности, где каждый сотрудник отвечает за свой фронт работы.
Задачи
Профилирование больших нейронных сетей, поиск узких мест в коде обучение/инференса;
Адаптация/имплементация существующих алгоритмов для платформы ROCm;
Поиск узких мест в работе HPC кластера;
Взаимодействие с командой Data Science.
Требования
Опыт разработки решений для HPC/CUDA от 2 лет;
Знание классических алгоритмов и структур данных;
Продвинутое знание с++;
Опыт работы с OpenCL или CUDA или ROCm;
Желание получить опыт работы с технологиями AMD.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
Голосовые технологии (Маруся)
Голосовой помощник Маруся является важным и одним из самых динамично растущих направлений VK. Мы открываем двери в новое направление интерфейсов взаимодействия человека и компьютера. Мы разрабатываем девайсы, с которыми вы можете говорить, включать музыку, делать звонки, устанавливать будильник, управлять вашим списком покупок, а также управлять умным домом.
Подробнее о проекте
Техрадар"
https://team.vk.company/vacancy/33003/;Deep Learning Engineer (NLP);Москва, гибкий;Голосовые технологии (Маруся);1970-01-01;2023-10-15;"Deep Learning Engineer (NLP), Москва
Откликнуться
Мы ищем талантливых программистов в команду глубокого обучения, для работы над проектом голосового ассистента. Мы работаем над задачами анализа текста в таких направлениях как определение интента пользователя, вопросно-ответные системы, чат боты и много другое. Для решения наших задач нам нужны люди, которые хорошо знают машинное обучение, программирование, алгоритмы и структуры данных. 
Мы предлагаем: 
Крутые challenge'вые задачи. 
Топовое железо: у нас Turing/Ampere-based кластер из 100+ промышленных GPU. 
Комфортные условия для работы и исследований: k8s, dvc, ci/cd. 
 

Задачи
У нас много интересных задач связанных с анализом текстов. Наиболее актуальными из них являются: 
Построение системы детекции интента пользователя при динамически изменяемом составе интентов; 
Каскадная детекции интентов; 
Учет контекста пользователя в задачах анализа текста, работа с длинными последовательностями; 
Разработка генеративных моделей ответов с использованием внешней информации; 
Развитие моделей для графа знаний и структурированных данных; 
Развитие генеративных и дискриминативных моделей чат бота; 
Использование истории взаимодействия с пользователем для улучшения моделей чат бота; 
Требования
опыт работы над проектами DL: от 1 года; 
опыт программирования: Python; 
опыт эксплуатации моделей в высоконагруженных системах; 
опыт работы с большими данными.
Формат работы
офисный комбинированный дистанционный
Уровень
middle
График работы
полный
Голосовые технологии (Маруся)
Голосовой помощник Маруся является важным и одним из самых динамично растущих направлений VK. Мы открываем двери в новое направление интерфейсов взаимодействия человека и компьютера. Мы разрабатываем девайсы, с которыми вы можете говорить, включать музыку, делать звонки, устанавливать будильник, управлять вашим списком покупок, а также управлять умным домом.
Подробнее о проекте
Техрадар"
